,DSSTox_CID,FW,Formula,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles,smiles_parent,NumAtoms
3022,25502,488.5699,C27H36O8,1.0,1.0,,,0.0,0.0,,,0.0,,,0.0,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,35
3023,2153,347.1670,C16H36Sn,0.0,,,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,,CCCC[Sn](CCCC)(CCCC)CCCC,CCCC[Sn](CCCC)(CCCC)CCCC,17
3024,25769,377.3059 (36.4609+340.8450),C17H26Cl2N2O3,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O.Cl,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,23
3025,27530,411.3652 (36.4609+374.9043),C21H28Cl2N2O2,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,26
3026,13187,313.8643 (277.4033+36.4609),C20H24ClN,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CN(C)CCC=C1c2ccccc2CCc2ccccc21,21
3027,27342,392.3619 (355.9009+36.4609),C22H27Cl2NO,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,COc1cccc(-c2ccc(/C=C\CN3CCCCCC3)cc2Cl)c1.Cl,COc1cccc(-c2ccc(/C=C\CN3CCCCCC3)cc2Cl)c1,25
3028,27824,362.2283 (325.7673+36.4609),C18H14Cl2FN3,0.0,0.0,,,,0.0,0.0,,1.0,,,0.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,23
3029,24309,234.6815 (180.2053+36.4609+18.0153),C12H11ClN2O,0.0,0.0,1.0,,,0.0,0.0,,0.0,1.0,,,Cl.O.c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,14
3030,5257,303.1380,C13H12Cl2O4,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,1.0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,19
3031,21617,258.1007,C11H9Cl2NO2,0.0,,1.0,,,0.0,,1.0,,1.0,1.0,1.0,O=C(Nc1cccc(Cl)c1)OCC#CCCl,O=C(Nc1cccc(Cl)c1)OCC#CCCl,16
3032,375,354.4863,C14H9Cl5,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,1.0,,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,19
3033,1283,377.3495,C10H9Cl7,0.0,0.0,,,,,0.0,1.0,0.0,1.0,1.0,,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,17
3034,26227,626.0105,C19H11Cl2I2NO3,0.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,1.0,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,27
3035,20767,351.0122,C13H7Cl4NO2,0.0,,1.0,,,,,,0.0,1.0,1.0,1.0,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,20
3036,3224,382.8832,C22H23ClN2O2,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,1.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,27
3037,26636,484.9604,C25H31ClF2O5,1.0,1.0,,,0.0,,,,0.0,,1.0,0.0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,33
3038,3322,429.5937,C29H35NO2,1.0,0.0,0.0,,,0.0,,,,,1.0,1.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,32
3039,26177,310.4564,C19H22N2S,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,22
3040,2855,326.8233,C18H19ClN4,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,23
3041,3892,873.0769,C48H72O14,0.0,0.0,0.0,,,,,1.0,0.0,0.0,1.0,,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,62
3042,26651,240.3649,C10H8OS3,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,COc1ccc(-c2cc(=S)ss2)cc1,COc1ccc(-c2cc(=S)ss2)cc1,14
3043,25701,512.4590 (416.3533+96.1057),C21H19F3N4O6S,0.0,1.0,0.0,1.0,,,1.0,,0.0,,,1.0,CS(=O)(=O)O.N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,30
3044,22594,477.5687,C27H25F2N3OS,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,34
3045,27330,391.3735,C21H15F2N5O,0.0,,,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1,29
3046,26274,361.3923 (253.2991+90.0779+18.0153),C18H23N3O5,0.0,1.0,1.0,1.0,0.0,,,,0.0,,1.0,1.0,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,19
3047,2578,354.4810,C20H34O5,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,25
3048,21133,264.3202,C14H20N2O3,,,0.0,,,0.0,0.0,,1.0,,0.0,1.0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C(CCCCCCC(=O)Nc1ccccc1)NO,19
3049,26426,363.4943,C20H33N3O3,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,26
3050,20326,337.2815 (145.1580+192.1235),C15H15NO8,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,,,O=C(O)CC(O)(CC(=O)O)C(=O)O.Oc1cccc2cccnc12,O=C(O)CC(O)(CC(=O)O)C(=O)O,13
3051,25693,242.2732,C14H14N2O2,0.0,,1.0,,,0.0,0.0,,1.0,,1.0,,Cc1cccc(C)c1Nc1ncccc1C(=O)O,Cc1cccc(C)c1Nc1ncccc1C(=O)O,18
3052,26250,291.3438,C19H17NO2,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12,CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12,22
3053,7793,261.3394,C14H15NO2S,0.0,,0.0,,,0.0,,0.0,0.0,1.0,1.0,,O=C1c2ccccc2C(=O)N1SC1CCCCC1,O=C1c2ccccc2C(=O)N1SC1CCCCC1,18
3054,14653,314.2103,C14H17Cl2N3O,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,20
3055,2526,228.2433,C14H12O3,0.0,0.0,0.0,,1.0,,0.0,,,,,0.0,O=C(OCc1ccccc1)c1ccc(O)cc1,O=C(OCc1ccccc1)c1ccc(O)cc1,17
3056,17717,336.2291,C15H10F6O2,0.0,0.0,,,1.0,1.0,0.0,,0.0,,1.0,,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,23
3057,653,407.9788 (372.5253+35.4535),C25H30ClN3,0.0,1.0,,1.0,,1.0,1.0,,0.0,1.0,1.0,,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,28
3058,3296,319.8522 (284.3987+35.4535),C16H18ClN3S,0.0,0.0,1.0,1.0,,,0.0,1.0,0.0,,1.0,,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,20
3059,7781,1165.0355 (1073.0786+22.9892+22.9892+22.9892+22.9892),C40H40N12Na4O16S4,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N(CCO)CCO)n2)cc1.[Na+].[Na+].[Na+].[Na+],O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,72
3060,26768,865.8725 (22.9892+22.9892+819.8941),C20H8I4Na2O4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I.[Na+].[Na+],O=C1C(I)=CC(=C(c2cc(I)c(O)c(I)c2)c2ccccc2C(=O)O)C=C1I,28
3061,24758,433.4478 (22.9892+410.4586),C24H25FNNaO4,0.0,,1.0,1.0,0.0,0.0,,,0.0,,1.0,0.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+],CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,30
3062,7050,143.2062 (120.2170+22.9892),C3H6NNaS2,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,CN(C)C(=S)[S-].[Na+],CN(C)C(=S)S,6
3063,2959,444.5583 (421.5691+22.9892),C20H37NaO7S,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,28
3064,4064,266.2500,C12H14N2O5,0.0,,0.0,,,0.0,,,0.0,,1.0,0.0,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,19
3065,24504,236.4208,CdN2O6,0.0,,0.0,,0.0,,,,1.0,1.0,0.0,,O=[N+]([O-])O[Cd]O[N+](=O)[O-],O=[N+]([O-])[O-],4
3066,26780,507.4619 (426.5500+80.9119),C28H31BrN2O2,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,32
3067,2880,337.4553,C22H27NO2,1.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,25
3068,365,1202.6112,C62H111N11O12,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,85
3069,5997,284.4357,C20H28O,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,1.0,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,21
3070,7479,225.2459,C13H11N3O,,0.0,1.0,,1.0,,0.0,,1.0,,,0.0,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,17
3071,27949,284.3927,C19H24O2,0.0,,0.0,,1.0,1.0,,,0.0,0.0,,1.0,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O,21
3072,26749,568.8714,C40H56O2,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,1.0,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,42
3073,25168,371.3904,C18H21N5O4,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,27
3074,25184,341.4440,C21H27NO3,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,25
3075,6655,167.1620,C8H9NO3,0.0,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,CCOc1ccc([N+](=O)[O-])cc1,CCOc1ccc([N+](=O)[O-])cc1,12
3076,25953,623.1390 (36.4609+586.6780),C33H39ClN4O6,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,1.0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,43
3077,28142,329.8239 (36.4609+293.3630),C18H20ClN3O,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O.Cl,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O,22
3078,26845,321.8681 (285.4072+36.4609),C16H20ClN3S,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,CC(CN1c2ccccc2Sc2cccnc21)N(C)C.Cl,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,20
3079,22633,351.3133 (314.8523+36.4609),C19H24Cl2N2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,22
3080,25635,314.8523,C19H23ClN2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,22
3081,1181,324.8041,C19H17ClN2O,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,23
3082,14402,311.8468,C17H26ClNO2,0.0,,0.0,,,0.0,,1.0,0.0,,,0.0,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,21
3083,5565,344.3834 (123.1525+123.1525+98.0785),C14H20N2O6S,0.0,0.0,1.0,,0.0,,,1.0,,,1.0,,CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O,CNc1ccc(O)cc1,9
3084,3549,324.4168,C20H24N2O2,0.0,0.0,,,1.0,1.0,0.0,,0.0,,,0.0,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,24
3085,26055,248.3175,C15H20O3,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,COc1ccc(C=CC(=O)OCCC(C)C)cc1,COc1ccc(C=CC(=O)OCCC(C)C)cc1,18
3086,27889,503.5237 (223.3770+280.1467),C16H27F6N3O4S2,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,1.0,,,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,16
3087,26743,425.5190,C23H24FN3O2S,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,30
3088,1804,165.1891,C9H11NO2,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,CCOC(=O)c1ccc(N)cc1,CCOC(=O)c1ccc(N)cc1,12
3089,3170,193.2423,C11H15NO2,0.0,0.0,,0.0,1.0,,0.0,,,,0.0,0.0,CC(C)COC(=O)c1ccc(N)cc1,CC(C)COC(=O)c1ccc(N)cc1,14
3090,2557,135.1267,C5H5N5,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,Nc1ncnc2[nH]cnc12,Nc1ncnc2[nH]cnc12,10
3091,26976,194.1840 (176.1687+18.0153),C10H10O4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,Cc1cc(=O)oc2cc(O)ccc12.O,Cc1cc(=O)oc2cc(O)ccc12,13
3092,3043,254.2806,C16H14O3,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,19
3093,28598,167.2282,C8H9NOS,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,,,1.0,O=C(CS)Nc1ccccc1,O=C(CS)Nc1ccccc1,11
3094,21629,456.5792,C26H20N2O2S2,0.0,,1.0,,1.0,,1.0,,0.0,1.0,1.0,,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,32
3095,669,470.6838,C30H46O4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,34
3096,25831,281.3059,C17H15NO3,0.0,,,1.0,1.0,,0.0,,1.0,,0.0,0.0,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,21
3097,20682,295.2927,C16H13N3O3,0.0,,1.0,0.0,0.0,,,,1.0,,1.0,1.0,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,22
3098,27871,275.3859,C17H25NO2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,20
3099,25125,326.4293,C21H26O3,0.0,0.0,1.0,,,0.0,,,0.0,,,0.0,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,24
3100,23765,584.6525,C29H44O12,,1.0,0.0,1.0,,0.0,,,,0.0,1.0,0.0,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,41
3101,1715,172.1800,C11H8O2,0.0,0.0,1.0,0.0,,,0.0,,0.0,,,1.0,CC1=CC(=O)c2ccccc2C1=O,CC1=CC(=O)c2ccccc2C1=O,13
3102,26112,210.1882,C12H6N2O2,0.0,0.0,1.0,1.0,,0.0,,,0.0,,,1.0,O=C1C(=O)c2ncccc2-c2cccnc21,O=C1C(=O)c2ncccc2-c2cccnc21,16
3103,4239,345.2210,C15H18Cl2N2O3,0.0,0.0,,,,0.0,,1.0,0.0,,,0.0,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,22
3104,4238,346.3595,C12H18N4O6S,0.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],23
3105,2837,305.4996,C9H5ClINO,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,,0.0,,Oc1c(I)cc(Cl)c2cccnc12,Oc1c(I)cc(Cl)c2cccnc12,13
3106,3685,273.2408,C14H11NO5,0.0,,,0.0,0.0,0.0,,,0.0,,1.0,0.0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,20
3107,1460,318.3643,C18H22O5,0.0,,,,1.0,1.0,,,,1.0,1.0,1.0,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,23
3108,699,194.2701,C12H18O2,0.0,0.0,,,1.0,,,1.0,0.0,0.0,1.0,,CCCCCCc1ccc(O)cc1O,CCCCCCc1ccc(O)cc1O,14
3109,9282,270.3661,C18H22O2,0.0,,0.0,,1.0,,0.0,,0.0,1.0,1.0,,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,20
3110,5670,176.1687,C10H8O3,1.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,1.0,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(O)ccc12,13
3111,1994,229.2313,C13H11NO3,0.0,0.0,,,1.0,1.0,0.0,,1.0,,,,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,17
